15_min_interval,tag_bird,tag_insect,traffic,biophony,anthropophony,biophony.1,site
12:15:00,0.024166232,0.11237348,0.050331816,0.13221487,0.0772868,0.13221487,L03
12:30:00,0.0384062,0.17114699,0.053319253,0.19232664,0.0962503,0.19232664,L03
12:45:00,0.0072026583,0.14507847,0.0557489,0.14996266,0.069437005,0.14996266,L03
13:00:00,0.009157858,0.1670763,0.06685315,0.17671107,0.07456132,0.17671107,L03
13:15:00,0.010073983,0.2441167,0.08652144,0.24671102,0.08971364,0.24671102,L03
13:30:00,0.0059157815,0.13792913,0.093872264,0.15206914,0.09579645,0.15206914,L03
13:45:00,0.009265019,0.1415533,0.10888805,0.14502716,0.11876223,0.14502716,L03
14:00:00,0.0060952837,0.11185869,0.12550995,0.11849895,0.13247184,0.11849895,L03
14:15:00,0.005535582,0.13298415,0.11745195,0.1352172,0.12136135,0.1352172,L03
14:30:00,0.020221742,0.10824376,0.11164314,0.11650291,0.12049877,0.11650291,L03
14:45:00,0.006448825,0.10674136,0.15320878,0.10899056,0.15649723,0.10899056,L03
15:00:00,0.006212778,0.13773383,0.13337973,0.14530836,0.13703984,0.14530836,L03
15:15:00,0.005689746,0.12380663,0.09836883,0.13035835,0.101265915,0.13035835,L03
15:30:00,0.0105961645,0.17609219,0.15802869,0.17720193,0.16104972,0.17720193,L03
15:45:00,0.0060203793,0.21060298,0.09849601,0.21072266,0.099221714,0.21072266,L03
16:00:00,0.0061979555,0.26473495,0.09569908,0.265452,0.106028795,0.265452,L03
16:15:00,0.006519851,0.26286268,0.079728976,0.2643741,0.09196161,0.2643741,L03
16:30:00,0.0054801023,0.256798,0.070835486,0.25766364,0.09420199,0.25766364,L03
16:45:00,0.0072437325,0.34142902,0.04232352,0.35301697,0.11406284,0.35301697,L03
17:00:00,0.0068680765,0.3801386,0.042601243,0.38673973,0.054399878,0.38673973,L03
17:15:00,0.00767923,0.5306224,0.032856952,0.5306244,0.03626719,0.5306244,L03
17:30:00,0.0056609684,0.5571441,0.023609977,0.55855286,0.04967565,0.55855286,L03
17:45:00,0.00907556,0.5390744,0.024155762,0.5390744,0.058566198,0.5390744,L03
18:00:00,0.0051085805,0.4773614,0.021822486,0.4775987,0.09083642,0.4775987,L03
18:15:00,0.0057718335,0.47170606,0.021148222,0.47188255,0.098833665,0.47188255,L03
18:30:00,0.0065506776,0.47879574,0.023724707,0.4813382,0.042017106,0.4813382,L03
18:45:00,0.008862576,0.48312247,0.026660016,0.4840433,0.07212729,0.4840433,L03
19:00:00,0.004110778,0.7740258,0.0128442105,0.7740258,0.029673047,0.7740258,L03
19:15:00,0.0030903001,0.7991648,0.010451011,0.80002415,0.033080567,0.80002415,L03
19:30:00,0.0019810714,0.76119035,0.010094501,0.76119035,0.055919245,0.76119035,L03
19:45:00,0.002088053,0.6121484,0.013181727,0.6150896,0.03651141,0.6150896,L03
20:00:00,0.0019306195,0.7241266,0.011211506,0.7330878,0.029575996,0.7330878,L03
20:15:00,0.0020026837,0.8118319,0.01061579,0.81183326,0.039056353,0.81183326,L03
20:30:00,0.0019103417,0.8218269,0.009201755,0.8218269,0.025700476,0.8218269,L03
20:45:00,0.0013302254,0.6562293,0.010127915,0.6574866,0.028907828,0.6574866,L03
21:00:00,0.0019225721,0.6946476,0.011381416,0.69466555,0.02639199,0.69466555,L03
21:15:00,0.0022570093,0.61034715,0.016911207,0.61186564,0.034201026,0.61186564,L03
21:30:00,0.0023699743,0.7091425,0.011215316,0.7091425,0.028507765,0.7091425,L03
21:45:00,0.0030583267,0.69974387,0.013068214,0.69974387,0.028121935,0.69974387,L03
22:00:00,0.0049304254,0.69288856,0.0143936705,0.69288856,0.026960678,0.69288856,L03
22:15:00,0.005236732,0.6682485,0.017019132,0.6682485,0.02904915,0.6682485,L03
22:30:00,0.00863082,0.5366776,0.023887275,0.5366776,0.031597786,0.5366776,L03
22:45:00,0.010923804,0.37558523,0.032227144,0.3756087,0.03554264,0.3756087,L03
23:00:00,0.010206829,0.35910976,0.03174742,0.3601237,0.03616569,0.3601237,L03
23:15:00,0.01104669,0.27787748,0.036898255,0.27956796,0.04353709,0.27956796,L03
23:30:00,0.01377857,0.20185761,0.036250845,0.20190893,0.05016327,0.20190893,L03
23:45:00,0.011816395,0.13701889,0.036086697,0.13707566,0.047347035,0.13707566,L03
00:00:00,0.00826572,0.05837453,0.04090737,0.05937087,0.08029175,0.05937087,AM52
00:15:00,0.007280194,0.013415037,0.040354118,0.013998562,0.11688255,0.013998562,AM52
00:30:00,0.0058800126,0.01349586,0.031099435,0.014144746,0.1092709,0.014144746,AM52
00:45:00,0.005555766,0.016844034,0.037840284,0.017423864,0.110738635,0.017423864,AM52
01:00:00,0.005629723,0.016776739,0.032684185,0.017527986,0.10627473,0.017527986,AM52
01:15:00,0.008714849,0.046294235,0.042336438,0.047426764,0.097127646,0.047426764,AM52
01:30:00,0.0054171113,0.017689887,0.026968589,0.018370599,0.11479134,0.018370599,AM52
01:45:00,0.006386658,0.017404525,0.031578608,0.018203203,0.118136376,0.018203203,AM52
02:00:00,0.0064264247,0.020672718,0.027104434,0.02216796,0.09198901,0.02216796,AM52
02:15:00,0.006859789,0.02102306,0.040134627,0.021806845,0.12074801,0.021806845,AM52
02:30:00,0.006258251,0.014919732,0.029627305,0.016076684,0.10887536,0.016076684,AM52
